id,mat_id,name,category,category_full,rho_bulk,rho_min,rho_max,rho_vib,rho_sc_tm3,flowability,flowability_raw,angle_repose,angle_surcharge,angle_internal_friction,wall_friction_deg,cohesion,bridging_risk,flow_regime,moisture_pct,temp_max,abr_code,abr_text,particle_class,size_code,particle_size_mm,Leq_default,Ceff_default,vfi,bucket_fill_factor,stream_spread_factor,Km,hazard_codes,lambda_ref,fill_max,cema_cls,cema_code,flags,confidence,source,note,app,custom
611,carbon_black,Carbon Black,CHEM,Chemicals,160.0,,209.0,209.0,,4,4,45.0,25.0,47.0,30.0,0.6,,,0.5,,2,Low,,A,,11.0,1.25,,0.5,,1.4,"B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
612,silica_gel,Silica Gel,CHEM,Chemicals,641.0,,737.0,737.0,,3,3,38.0,18.0,40.0,22.0,0.3,,,5.0,,3,Medium,,A,,8.0,1.2,,0.65,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
613,calcium_carb2,Calcium Carbide,CHEM,Chemicals,1362.0,,1522.0,1522.0,,4,4,40.0,20.0,42.0,26.0,0.3,,,0.0,,6,High,,B,,10.0,1.25,,0.65,,1.3,"B6,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
614,ferric_oxide,Ferric Oxide (red iron oxide),CHEM,Chemicals,1362.0,,1522.0,1522.0,,4,4,40.0,20.0,42.0,26.0,0.3,,,0.5,,4,Medium,,A,,9.0,1.2,,0.65,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
615,potass_perm,Potassium Permanganate,CHEM,Chemicals,1201.0,,1346.0,1346.0,,3,3,38.0,18.0,40.0,24.0,0.3,,,0.5,,3,Medium,,A,,9.0,1.2,,0.65,,1.2,"B4,B10",,,,,,0.85,be_internal,,"[""be""]",0
616,activated_alu,Activated Alumina,CHEM,Chemicals,769.0,,865.0,865.0,,4,4,40.0,20.0,42.0,24.0,0.3,,,5.0,,6,High,,A,,9.0,1.25,,0.65,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
617,alum_sulfate,Aluminum Sulfate,CHEM,Chemicals,1073.0,,1201.0,1201.0,,3,3,38.0,18.0,40.0,24.0,0.3,,,0.5,,4,Medium,,A,,9.0,1.2,,0.65,,1.2,B4,,,,,,0.85,be_internal,,"[""be""]",0
618,copper_sulfate,Copper Sulfate,CHEM,Chemicals,1201.0,,1362.0,1362.0,,3,3,36.0,17.0,38.0,22.0,0.2,,,0.5,,4,Medium,,A,,8.0,1.2,,0.7,,1.1,B4,,,,,,0.85,be_internal,,"[""be""]",0
619,alum_hydrox,Aluminum Hydroxide,CHEM,Chemicals,385.0,,449.0,449.0,,4,4,42.0,22.0,44.0,26.0,0.5,,,1.0,,3,Medium,,A,,9.0,1.2,,0.55,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
620,sodium_sil_pwd,Sodium Silicate Powder,CHEM,Chemicals,961.0,,1090.0,1090.0,,4,4,40.0,20.0,42.0,24.0,0.3,,,1.0,,3,Medium,,A,,9.0,1.2,,0.65,,1.2,B4,,,,,,0.85,be_internal,,"[""be""]",0
621,boric_acid,Boric Acid,CHEM,Chemicals,865.0,,961.0,961.0,,4,4,40.0,20.0,42.0,24.0,0.3,,,0.5,,2,Low,,A,,9.0,1.2,,0.65,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
622,potass_carb,Potassium Carbonate,CHEM,Chemicals,1073.0,,1201.0,1201.0,,4,4,40.0,20.0,42.0,24.0,0.3,,,0.5,,3,Medium,,A,,9.0,1.2,,0.65,,1.2,B4,,,,,,0.85,be_internal,,"[""be""]",0
623,cement_white,Cement (white),CEM,Construction,1346.0,,1602.0,1602.0,,4,4,40.0,20.0,42.0,26.0,0.5,,,0.1,,5,High,,A,,10.0,1.25,,0.55,,1.4,"B1,B8",,,,,,0.85,be_internal,,"[""be""]",0
624,quicklime,Quicklime (calcium oxide),CEM,Construction,769.0,,865.0,865.0,,4,4,38.0,20.0,40.0,26.0,0.5,,,0.1,,4,Medium,,A,,9.0,1.2,,0.55,,1.3,"B4,B8",,,,,,0.85,be_internal,,"[""be""]",0
625,hydrated_lime,Hydrated Lime,CEM,Construction,481.0,,561.0,561.0,,4,4,42.0,22.0,44.0,28.0,0.6,,,1.0,,3,Medium,,A,,10.0,1.25,,0.5,,1.4,"B4,B8",,,,,,0.85,be_internal,,"[""be""]",0
626,slag_gran,"Slag (granulated, GGBS)",CONST,Construction,1201.0,,1362.0,1362.0,,3,3,35.0,17.0,37.0,22.0,0.2,,,5.0,,5,High,,B,,9.0,1.2,,0.7,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
627,slag_blas,"Slag (blast furnace, lump)",CONST,Construction,1201.0,,1362.0,1362.0,,3,3,35.0,17.0,37.0,22.0,0.1,,,3.0,,5,High,,C,,9.0,1.2,,0.7,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
628,concrete_dry,Concrete (dry premix),CONST,Construction,1442.0,,1602.0,1602.0,,3,3,38.0,18.0,40.0,24.0,0.3,,,2.0,,5,High,,B,,9.0,1.2,,0.65,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
629,aggregate,Concrete Aggregate,CONST,Construction,1442.0,,1602.0,1602.0,,2,2,32.0,14.0,34.0,20.0,0.1,,,1.0,,5,High,,C,,8.0,1.15,,0.75,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
630,brick_chips,Brick Chips / Rubble,CONST,Construction,1201.0,,1362.0,1362.0,,3,3,38.0,18.0,40.0,24.0,0.1,,,2.0,,6,High,,C,,9.0,1.2,,0.7,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
631,crushed_stone,Crushed Stone,CONST,Construction,1442.0,,1602.0,1602.0,,3,3,38.0,18.0,40.0,24.0,0.1,,,1.0,,6,High,,C,,9.0,1.2,,0.7,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
632,recycled_conc,Recycled Concrete Aggregate,CONST,Construction,1362.0,,1522.0,1522.0,,3,3,38.0,18.0,40.0,22.0,0.2,,,5.0,,5,High,,C,,9.0,1.2,,0.7,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
633,plaster,Plaster / Stucco (dry),CONST,Construction,849.0,,961.0,961.0,,4,4,42.0,22.0,44.0,26.0,0.4,,,2.0,,3,Medium,,A,,9.0,1.2,,0.6,,1.2,B8,,,,,,0.85,be_internal,,"[""be""]",0
634,bottom_ash,Bottom Ash (coal-fired),CONST,Construction,897.0,,1009.0,1009.0,,3,3,38.0,18.0,40.0,24.0,0.3,,,5.0,,6,High,,B,,9.0,1.25,,0.65,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
635,asphalt_gran,Asphalt (granulated/pellets),CONST,Construction,1009.0,,1137.0,1137.0,,3,3,35.0,17.0,37.0,22.0,0.2,,,0.5,,4,Medium,,B,,8.0,1.2,,0.7,,1.1,B11,,,,,,0.85,be_internal,,"[""be""]",0
636,flyash,Fly Ash (coal),CONST,Construction,801.0,,961.0,961.0,,4,4,42.0,22.0,44.0,26.0,0.4,,,0.5,,3,Medium,,A,,9.0,1.2,,0.6,,1.2,"B1,B8",,,,,,0.85,be_internal,,"[""be""]",0
637,expanded_clay,Expanded Clay (LECA),CONST,Construction,561.0,,641.0,641.0,,2,2,32.0,14.0,34.0,20.0,0.1,,,2.0,,3,Medium,,B,,7.0,1.15,,0.75,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
638,perlite_bld,"Perlite (building, expanded)",CONST,Construction,80.0,,112.0,112.0,,3,3,35.0,17.0,37.0,22.0,0.2,,,1.0,,1,Low,,B,,8.0,1.15,,0.65,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
639,phosphogypsum,Phosphogypsum,CONST,Construction,1090.0,,1201.0,1201.0,,4,4,40.0,20.0,42.0,26.0,0.4,,,5.0,,3,Medium,,A,,9.0,1.2,,0.6,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
640,calcium_sil,Calcium Silicate Board (chunks),CONST,Construction,481.0,,561.0,561.0,,4,4,42.0,22.0,44.0,26.0,0.4,,,2.0,,3,Medium,,A,,9.0,1.2,,0.6,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
641,coal_bit,"Coal (bituminous, slack)",COAL,Mining,833.0,,913.0,913.0,,3,3,38.0,20.0,38.0,22.0,0.2,,,8.0,,5,High,,D,,9.0,1.2,,0.7,,1.1,"B6,B8,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
642,coal_anth,Coal (anthracite),COAL,Mining,961.0,,1057.0,1057.0,,3,3,35.0,17.0,37.0,20.0,0.1,,,5.0,,5,High,,D,,8.0,1.2,,0.7,,1.1,"B6,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
643,coal_lignite,Coal (lignite/brown coal),COAL,Mining,769.0,,865.0,865.0,,4,4,42.0,22.0,44.0,26.0,0.3,,,15.0,,4,Medium,,D,,9.0,1.2,,0.65,,1.2,"B6,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
644,coal_subbit,Coal (sub-bituminous),COAL,Mining,801.0,,897.0,897.0,,3,3,40.0,20.0,42.0,24.0,0.2,,,12.0,,4,Medium,,D,,9.0,1.2,,0.65,,1.1,"B6,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
645,coal_fine,"Coal (fine, washed fines)",COAL,Mining,769.0,,865.0,865.0,,4,4,42.0,22.0,44.0,26.0,0.3,,,10.0,,4,Medium,,A,,9.0,1.25,,0.6,,1.2,"B6,B8,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
646,coke_petro,Petroleum Coke (green),COAL,Mining,865.0,,961.0,961.0,,3,3,35.0,17.0,37.0,20.0,0.1,,,5.0,,5,High,,B,,8.0,1.2,,0.7,,1.1,B11,,,,,,0.85,be_internal,,"[""be""]",0
647,coke_calc,Petroleum Coke (calcined),COAL,Mining,769.0,,865.0,865.0,,3,3,35.0,17.0,37.0,20.0,0.1,,,1.0,,5,High,,B,,8.0,1.2,,0.7,,1.1,"B8,B11",,,,,,0.85,be_internal,,"[""be""]",0
648,coke_coal,Coke (metallurgical),COAL,Mining,449.0,,529.0,529.0,,3,3,38.0,20.0,40.0,22.0,0.1,,,3.0,,5,High,,D,,9.0,1.2,,0.7,,1.2,"B8,B11",,,,,,0.85,be_internal,,"[""be""]",0
649,coke_breeze,Coke Breeze (fine),COAL,Mining,433.0,,497.0,497.0,,4,4,40.0,22.0,42.0,24.0,0.2,,,8.0,,5,High,,A,,9.0,1.2,,0.65,,1.2,"B8,B11",,,,,,0.85,be_internal,,"[""be""]",0
650,coal_dust,Coal Dust,COAL,Mining,609.0,,689.0,689.0,,4,4,45.0,25.0,47.0,28.0,0.4,,,8.0,,4,Medium,,A,,10.0,1.25,,0.55,,1.3,"B6,B8,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
651,charcoal,Charcoal,COAL,Mining,353.0,,401.0,401.0,,4,4,42.0,22.0,44.0,26.0,0.2,,,5.0,,2,Low,,A,,9.0,1.2,,0.65,,1.2,"B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
652,coal_pellets,Coal Pellets,COAL,Mining,849.0,,945.0,945.0,,2,2,28.0,10.0,30.0,18.0,0.1,,,5.0,,4,Medium,,B,,8.0,1.15,,0.8,,1.0,"B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
653,graphite_flake,Graphite (flake),COAL,Mining,481.0,,561.0,561.0,,4,4,40.0,20.0,42.0,24.0,0.2,,,2.0,,3,Medium,,A,,9.0,1.2,,0.65,,1.2,"B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
654,activated_coke,Activated Coke,COAL,Mining,385.0,,449.0,449.0,,3,3,38.0,18.0,40.0,22.0,0.2,,,3.0,,4,Medium,,B,,9.0,1.2,,0.65,,1.2,"B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
655,steel_shot,Steel Shot / Steel Balls,METAL,Mining,4805.0,,5285.0,5285.0,,1,1,25.0,8.0,27.0,14.0,0.0,,,0.0,,7,Very High,,A,,8.0,1.25,,0.9,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
656,steel_grit,Steel Grit,METAL,Mining,4805.0,,5285.0,5285.0,,2,2,28.0,10.0,30.0,16.0,0.1,,,0.0,,7,Very High,,A,,8.0,1.25,,0.85,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
657,alum_powder,Aluminum Powder,METAL,Mining,1009.0,,1137.0,1137.0,,3,3,38.0,20.0,40.0,24.0,0.2,,,0.0,,4,Medium,,A,,10.0,1.25,,0.65,,1.3,"B6,B8,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
658,alum_chips,Aluminum Chips / Turnings,METAL,Mining,481.0,,561.0,561.0,,3,3,35.0,17.0,37.0,22.0,0.2,,,0.5,,5,High,,E,,9.0,1.2,,0.6,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
659,copper_powder,Copper Powder,METAL,Mining,2002.0,,2243.0,2243.0,,3,3,38.0,18.0,40.0,24.0,0.2,,,0.0,,5,High,,A,,10.0,1.25,,0.65,,1.3,,,,,,,0.85,be_internal,,"[""be""]",0
660,iron_powder,Iron Powder,METAL,Mining,2402.0,,2724.0,2724.0,,4,4,40.0,20.0,42.0,26.0,0.2,,,0.0,,5,High,,A,,10.0,1.25,,0.65,,1.3,,,,,,,0.85,be_internal,,"[""be""]",0
661,zinc_powder,Zinc Powder,METAL,Mining,1762.0,,1922.0,1922.0,,3,3,38.0,18.0,40.0,24.0,0.2,,,0.0,,4,Medium,,A,,9.0,1.25,,0.65,,1.2,"B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
662,zinc_gran,Zinc Granules,METAL,Mining,2082.0,,2323.0,2323.0,,2,2,30.0,12.0,32.0,18.0,0.1,,,0.0,,5,High,,A,,8.0,1.2,,0.8,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
663,copper_gran,Copper Granules,METAL,Mining,2404.0,,2644.0,2644.0,,2,2,30.0,12.0,32.0,18.0,0.1,,,0.0,,6,High,,A,,8.0,1.25,,0.8,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
664,nickel_powder,Nickel Powder,METAL,Mining,2082.0,,2323.0,2323.0,,4,4,40.0,20.0,42.0,26.0,0.2,,,0.0,,5,High,,A,,10.0,1.25,,0.65,,1.3,,,,,,,0.85,be_internal,,"[""be""]",0
665,silicon_carb,Silicon Carbide,METAL,Mining,1442.0,,1602.0,1602.0,,3,3,38.0,18.0,40.0,24.0,0.1,,,0.2,,7,Very High,,A,,10.0,1.3,,0.7,,1.3,,,,,,,0.85,be_internal,,"[""be""]",0
666,lead_shot,Lead Shot,METAL,Mining,6805.0,,7405.0,7405.0,,1,1,25.0,8.0,27.0,14.0,0.0,,,0.0,,5,High,,A,,9.0,1.25,,0.9,,1.3,,,,,,,0.85,be_internal,,"[""be""]",0
667,manganese_diox,Manganese Dioxide,METAL,Mining,1281.0,,1442.0,1442.0,,4,4,40.0,20.0,42.0,26.0,0.2,,,1.0,,5,High,,A,,9.0,1.2,,0.65,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
668,magnesium_pwd,Magnesium Powder,METAL,Mining,865.0,,961.0,961.0,,3,3,38.0,18.0,40.0,24.0,0.2,,,0.0,,5,High,,A,,10.0,1.25,,0.65,,1.3,"B6,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
669,tungsten_carb,Tungsten Carbide,METAL,Mining,3525.0,,3845.0,3845.0,,3,3,35.0,17.0,37.0,22.0,0.1,,,0.0,,7,Very High,,A,,11.0,1.3,,0.7,,1.4,,,,,,,0.85,be_internal,,"[""be""]",0
670,sawdust,Sawdust,BIO,Biomass,177.0,,209.0,209.0,,4,4,42.0,22.0,44.0,26.0,0.3,,,20.0,,1,Low,,A,,9.0,1.15,,0.6,,1.2,"B6,B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
671,wood_pellets,Wood Pellets,BIO,Biomass,641.0,,721.0,721.0,,2,2,28.0,10.0,30.0,18.0,0.1,,,8.0,,2,Low,,B,,7.0,1.15,,0.8,,1.0,B11,,,,,,0.85,be_internal,,"[""be""]",0
672,bark,Bark (wood),BIO,Biomass,225.0,,273.0,273.0,,4,4,45.0,25.0,47.0,28.0,0.3,,,30.0,,1,Low,,E,,9.0,1.15,,0.6,,1.2,B11,,,,,,0.85,be_internal,,"[""be""]",0
673,straw_chop,Straw (chopped),BIO,Biomass,80.0,,112.0,112.0,,4,4,40.0,22.0,42.0,26.0,0.2,,,15.0,,1,Low,,E,,8.0,1.15,,0.55,,1.2,B11,,,,,,0.85,be_internal,,"[""be""]",0
674,bagasse,Bagasse (sugar cane),BIO,Biomass,192.0,,241.0,241.0,,4,4,45.0,25.0,47.0,30.0,0.5,,,50.0,,1,Low,,E,,10.0,1.2,,0.5,,1.3,B11,,,,,,0.85,be_internal,,"[""be""]",0
675,rice_husks,Rice Husks,BIO,Biomass,112.0,,145.0,145.0,,4,4,40.0,22.0,42.0,26.0,0.2,,,12.0,,1,Low,,A,,8.0,1.15,,0.55,,1.2,B11,,,,,,0.85,be_internal,,"[""be""]",0
676,corn_cobs,Corn Cobs,BIO,Biomass,225.0,,273.0,273.0,,3,3,38.0,20.0,40.0,24.0,0.2,,,15.0,,1,Low,,E,,8.0,1.15,,0.65,,1.1,B11,,,,,,0.85,be_internal,,"[""be""]",0
677,peat,Peat (raw),BIO,Biomass,353.0,,401.0,401.0,,4,4,45.0,25.0,47.0,30.0,0.5,,,50.0,,1,Low,,A,,9.0,1.2,,0.5,,1.3,B11,,,,,,0.85,be_internal,,"[""be""]",0
678,compost_dry,Compost (dry/cured),BIO,Biomass,529.0,,609.0,609.0,,3,3,38.0,20.0,40.0,24.0,0.3,,,15.0,,1,Low,,B,,8.0,1.2,,0.65,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
679,coconut_shell,Coconut Shell (chips),BIO,Biomass,529.0,,609.0,609.0,,3,3,35.0,17.0,37.0,22.0,0.1,,,8.0,,2,Low,,B,,8.0,1.15,,0.7,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
680,groundnut_sh,Groundnut Shells,BIO,Biomass,193.0,,241.0,241.0,,3,3,38.0,20.0,40.0,24.0,0.2,,,10.0,,1,Low,,E,,8.0,1.15,,0.65,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
681,tobacco,Tobacco (cut),BIO,Biomass,209.0,,257.0,257.0,,4,4,40.0,22.0,42.0,26.0,0.3,,,15.0,,1,Low,,B,,8.0,1.15,,0.6,,1.2,B11,,,,,,0.85,be_internal,,"[""be""]",0
682,wood_flour,Wood Flour,BIO,Biomass,289.0,,337.0,337.0,,4,4,42.0,22.0,44.0,26.0,0.3,,,12.0,,1,Low,,A,,9.0,1.15,,0.6,,1.2,"B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
683,biomass_pell,Biomass Pellets (mixed),BIO,Biomass,609.0,,689.0,689.0,,2,2,30.0,12.0,32.0,18.0,0.1,,,10.0,,2,Low,,B,,7.0,1.15,,0.8,,1.0,B11,,,,,,0.85,be_internal,,"[""be""]",0
684,spent_grain,"Spent Grain (brewery, wet)",BIO,Biomass,529.0,,609.0,609.0,,4,4,40.0,22.0,42.0,26.0,0.5,,,70.0,,1,Low,,B,,10.0,1.2,,0.5,,1.3,,,,,,,0.85,be_internal,,"[""be""]",0
685,cotton_seed_m,Cotton Seed Meal,BIO,Biomass,545.0,,625.0,625.0,,3,3,38.0,20.0,40.0,24.0,0.3,,,12.0,,1,Low,,A,,8.0,1.2,,0.65,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
686,hdpe_gran,HDPE Granules,POLY,Chemicals,481.0,,545.0,545.0,,1,1,28.0,10.0,30.0,16.0,0.0,,,0.0,,1,Low,,B,,7.0,1.15,,0.85,,1.0,,,,,,,0.85,be_internal,,"[""be""]",0
687,ldpe_gran,LDPE Granules,POLY,Chemicals,385.0,,449.0,449.0,,1,1,28.0,10.0,30.0,16.0,0.0,,,0.0,,1,Low,,B,,7.0,1.15,,0.85,,1.0,,,,,,,0.85,be_internal,,"[""be""]",0
688,pp_gran,Polypropylene Granules (PP),POLY,Chemicals,481.0,,545.0,545.0,,1,1,28.0,10.0,30.0,16.0,0.0,,,0.0,,1,Low,,B,,7.0,1.15,,0.85,,1.0,,,,,,,0.85,be_internal,,"[""be""]",0
689,pvc_powder,PVC Powder,POLY,Chemicals,577.0,,673.0,673.0,,4,4,40.0,20.0,42.0,24.0,0.3,,,0.0,,2,Low,,A,,9.0,1.2,,0.6,,1.2,B8,,,,,,0.85,be_internal,,"[""be""]",0
690,pvc_pellets,PVC Pellets,POLY,Chemicals,609.0,,689.0,689.0,,2,2,30.0,12.0,32.0,18.0,0.1,,,0.0,,2,Low,,B,,7.0,1.15,,0.8,,1.0,,,,,,,0.85,be_internal,,"[""be""]",0
691,abs_gran,ABS Granules,POLY,Chemicals,577.0,,641.0,641.0,,1,1,28.0,10.0,30.0,16.0,0.0,,,0.0,,2,Low,,B,,7.0,1.15,,0.85,,1.0,,,,,,,0.85,be_internal,,"[""be""]",0
692,nylon_gran,Nylon Granules (PA),POLY,Chemicals,609.0,,673.0,673.0,,1,1,30.0,12.0,32.0,16.0,0.0,,,0.2,,2,Low,,B,,7.0,1.15,,0.85,,1.0,,,,,,,0.85,be_internal,,"[""be""]",0
693,polystyr_bead,Polystyrene Beads (EPS),POLY,Chemicals,385.0,,433.0,433.0,,1,1,30.0,12.0,32.0,16.0,0.0,,,0.0,,1,Low,,A,,7.0,1.15,,0.85,,1.0,,,,,,,0.85,be_internal,,"[""be""]",0
694,pe_powder,Polyethylene Powder,POLY,Chemicals,433.0,,497.0,497.0,,3,3,38.0,18.0,40.0,22.0,0.2,,,0.0,,2,Low,,A,,8.0,1.2,,0.65,,1.1,"B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
695,rubber_gran,Rubber Granules (vulcanized),POLY,Chemicals,577.0,,641.0,641.0,,3,3,38.0,18.0,40.0,22.0,0.2,,,0.5,,3,Medium,,B,,8.0,1.2,,0.65,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
696,rubber_crumb,Rubber Crumb (tyre-derived),POLY,Chemicals,385.0,,449.0,449.0,,4,4,40.0,20.0,42.0,24.0,0.3,,,1.0,,3,Medium,,A,,9.0,1.2,,0.6,,1.2,"B10,B11",,,,,,0.85,be_internal,,"[""be""]",0
697,tire_chips,Tire Chips,POLY,Chemicals,449.0,,529.0,529.0,,4,4,42.0,22.0,44.0,26.0,0.2,,,1.0,,4,Medium,,C,,9.0,1.2,,0.6,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
698,pet_chips,PET Chips / Flake,POLY,Chemicals,673.0,,769.0,769.0,,2,2,32.0,14.0,34.0,18.0,0.0,,,0.1,,2,Low,,B,,7.0,1.15,,0.8,,1.0,,,,,,,0.85,be_internal,,"[""be""]",0
699,recycled_plast,Recycled Plastic (mixed regrind),POLY,Chemicals,513.0,,593.0,593.0,,3,3,35.0,17.0,37.0,20.0,0.1,,,1.0,,3,Medium,,B,,8.0,1.15,,0.75,,1.1,,,,,,,0.85,be_internal,,"[""be""]",0
700,ptfe_powder,PTFE Powder,POLY,Chemicals,1201.0,,1362.0,1362.0,,3,3,38.0,18.0,40.0,22.0,0.1,,,0.0,,4,Medium,,A,,9.0,1.25,,0.7,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
701,polyureth,Polyurethane Pellets,POLY,Chemicals,513.0,,593.0,593.0,,2,2,30.0,12.0,32.0,16.0,0.1,,,0.0,,2,Low,,B,,7.0,1.15,,0.85,,1.0,,,,,,,0.85,be_internal,,"[""be""]",0
702,msw,Municipal Solid Waste (shredded),ENV,Chemicals,241.0,,289.0,289.0,,3,3,35.0,17.0,37.0,22.0,0.3,,,25.0,,2,Low,,E,,10.0,1.2,,0.55,,1.3,B8,,,,,,0.85,be_internal,,"[""be""]",0
703,rdf,Refuse Derived Fuel (RDF/SRF),ENV,Chemicals,193.0,,241.0,241.0,,4,4,40.0,22.0,42.0,26.0,0.3,,,15.0,,2,Low,,E,,10.0,1.2,,0.55,,1.3,B11,,,,,,0.85,be_internal,,"[""be""]",0
704,sewage_cake,Sewage Sludge Cake,ENV,Chemicals,865.0,,1009.0,1009.0,,4,4,42.0,22.0,44.0,30.0,0.8,,,70.0,,2,Low,,A,,11.0,1.25,,0.45,,1.4,B8,,,,,,0.85,be_internal,,"[""be""]",0
705,biosolids_dry,Biosolids (thermally dried),ENV,Chemicals,801.0,,897.0,897.0,,4,4,42.0,22.0,44.0,28.0,0.5,,,10.0,,2,Low,,A,,11.0,1.25,,0.55,,1.4,B8,,,,,,0.85,be_internal,,"[""be""]",0
706,inc_ash,Incinerator Bottom Ash (IBA),ENV,Chemicals,897.0,,1009.0,1009.0,,3,3,38.0,20.0,40.0,24.0,0.3,,,5.0,,5,High,,A,,10.0,1.25,,0.65,,1.3,B8,,,,,,0.85,be_internal,,"[""be""]",0
707,foundry_sand,Foundry Sand (used/reclaimed),ENV,Chemicals,1602.0,,1762.0,1762.0,,3,3,35.0,15.0,37.0,22.0,0.2,,,5.0,,6,High,,A,,9.0,1.25,,0.7,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
708,mine_tailings,Mine Tailings,ENV,Chemicals,1442.0,,1602.0,1602.0,,3,3,38.0,18.0,40.0,24.0,0.3,,,15.0,,6,High,,A,,10.0,1.25,,0.65,,1.3,,,,,,,0.85,be_internal,,"[""be""]",0
709,filter_cake,Filter Cake (generic wet),ENV,Chemicals,1201.0,,1346.0,1346.0,,4,4,42.0,22.0,44.0,28.0,0.8,,,25.0,,3,Medium,,A,,11.0,1.25,,0.45,,1.4,,,,,,,0.85,be_internal,,"[""be""]",0
710,filter_cake_dry,Filter Cake (dried),ENV,Chemicals,849.0,,961.0,961.0,,4,4,40.0,20.0,42.0,26.0,0.5,,,8.0,,3,Medium,,A,,10.0,1.2,,0.55,,1.3,,,,,,,0.85,be_internal,,"[""be""]",0
711,drill_cutting,Drilling Cuttings,ENV,Chemicals,1281.0,,1442.0,1442.0,,3,3,35.0,17.0,37.0,24.0,0.4,,,20.0,,5,High,,A,,9.0,1.2,,0.6,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
712,spent_cat,Spent Catalyst,ENV,Chemicals,897.0,,1009.0,1009.0,,3,3,38.0,18.0,40.0,24.0,0.3,,,5.0,,6,High,,B,,9.0,1.25,,0.65,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
713,red_mud,Red Mud (bauxite residue),ENV,Chemicals,1201.0,,1362.0,1362.0,,4,4,42.0,22.0,44.0,28.0,0.7,,,40.0,,3,Medium,,A,,11.0,1.25,,0.45,,1.4,B4,,,,,,0.85,be_internal,,"[""be""]",0
714,sod_tripolyphos,Sodium Tripolyphosphate (STPP),SALT,Mining,769.0,,865.0,865.0,,4,4,40.0,20.0,42.0,26.0,0.4,,,0.5,,2,Low,,A,,9.0,1.2,,0.6,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
715,barium_sulfate,Barium Sulfate (barite),SALT,Mining,1922.0,,2163.0,2163.0,,3,3,38.0,18.0,40.0,22.0,0.2,,,0.5,,3,Medium,,A,,9.0,1.2,,0.7,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
716,barium_carb,Barium Carbonate,SALT,Mining,1522.0,,1682.0,1682.0,,3,3,38.0,18.0,40.0,24.0,0.3,,,0.5,,3,Medium,,A,,9.0,1.2,,0.65,,1.2,,,,,,,0.85,be_internal,,"[""be""]",0
